Name,Category,Packaging,Recyclability,Components Used,Carbon_Footprints,Water_Usage_Liters,Sustainability_Score,Sustainability_Level,Sustainable_Alternative
Detergent,Daily-use,Plastic bottle (HDPE),Yes,Contains hemp and binders,0.9869751841649776,46,74.419,Medium,Use uncoated recycled paper with eco-friendly printing inks.
Yogurt Cup,Food,Laminated foil pouch,Yes,Contains recycled wood and adhesives,1.2834550652322032,51,69.532,Medium,Use uncoated recycled paper with eco-friendly printing inks.
Toothbrush,Daily-use,Rigid cardboard box,Yes,Contains bioplastic and starch base,1.6231789220568522,108,93.036,High,Switch to recycled metal containers with minimal processing waste.
Juice Bottle,Food,Laminated foil pouch,Yes,Contains aluminium and eco resin,2.8103566764665704,121,56.881,Medium,Use eco-friendly packaging alternatives made from renewable materials.
Body Lotion,Cosmetics,Plastic bottle (HDPE),Yes,Contains bamboo and colorants,8.637960199473353,189,46.077,Low,Replace with recycled aluminum that saves 90% of energy during production.
Juice Bottle,Food,Laminated foil pouch,Yes,Contains bamboo and colorants,1.4639262830706714,63,67.68,Medium,Use recycled glass containers that are reusable and easily recyclable.
Bread Loaf,Food,Laminated foil pouch,No,Contains glass and starch base,4.402201743507075,145,27.069,Low,Use eco-friendly packaging alternatives made from renewable materials.
Smartphone,Electronics,Rigid cardboard box,Yes,Contains bamboo and starch base,0.5898351409060367,52,100,High,Use uncoated recycled paper with eco-friendly printing inks.
Laptop,Electronics,Rigid cardboard box,Yes,Contains glass and colorants,2.073321025726754,107,91.755,High,Switch to recycled metal containers with minimal processing waste.
Headphones,Electronics,Rigid cardboard box,Yes,Contains steel and minor additives,9.271262155404749,201,63.036,Medium,Replace with recycled aluminum that saves 90% of energy during production.
Cereal Box,Food,Laminated foil pouch,Yes,Contains hemp and minor additives,1.6046790106572977,60,67.767,Medium,Use recycled glass containers that are reusable and easily recyclable.
Air Conditioner,Electronics,Plastic bottle (HDPE),Yes,Contains aluminium and binders,0.5403277768443127,55,74.044,Medium,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Smartphone,Electronics,Rigid cardboard box,Yes,Contains bioplastic and eco resin,0.1982471076092982,27,100,High,Adopt bamboo-based packaging that is compostable and renewable.
Smartphone,Electronics,Rigid cardboard box,Yes,Contains glass and eco resin,9.303204898706232,183,64.966,Medium,Replace with recycled aluminum that saves 90% of energy during production.
Yogurt Cup,Food,Laminated foil pouch,Yes,Contains bioplastic and minor additives,1.4974016861642914,64,67.65,Medium,Use recycled glass containers that are reusable and easily recyclable.
Chips,Food,Laminated foil pouch,No,Contains glass and adhesives,3.81115530421608,152,25.387,Low,Use eco-friendly packaging alternatives made from renewable materials.
Smartwatch,Electronics,Rigid cardboard box,Yes,Contains glass and colorants,2.104729631975446,120,88.557,High,Use eco-friendly packaging alternatives made from renewable materials.
Air Conditioner,Electronics,Plastic bottle (HDPE),No,Contains hemp and eco resin,5.735351665995781,174,21.087,Low,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Headphones,Electronics,Rigid cardboard box,Yes,Contains steel and binders,1.2038762844563933,59,100,High,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Umbrella,Daily-use,Plastic,Yes,Contains steel and eco resin,2.5756319924907736,111,59.378,Medium,Use eco-friendly packaging alternatives made from renewable materials.
Towel,Daily-use,Paper wrap,Yes,Contains bamboo and colorants,0.2965025570950212,28,100,High,Adopt bamboo-based packaging that is compostable and renewable.
Umbrella,Daily-use,Plastic bottle (HDPE),Yes,Contains glass and colorants,1.3428666216945548,60,71.297,Medium,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
LED TV,Electronics,Rigid cardboard box,Yes,Contains glass and minor additives,0.2813415094414855,27,100,High,Adopt bamboo-based packaging that is compostable and renewable.
Water Bottle,Daily-use,Bamboo,Yes,Contains organic cotton and minor additives,0.2816514939539066,28,100,High,Adopt bamboo-based packaging that is compostable and renewable.
Water Bottle,Daily-use,Plastic,Yes,Contains bamboo and starch base,2.642773087484747,119,59.141,Medium,Use eco-friendly packaging alternatives made from renewable materials.
Milk Carton,Food,Laminated foil pouch,Yes,Contains bamboo and binders,0.2742895366118659,32,72.007,Medium,Adopt bamboo-based packaging that is compostable and renewable.
Wooden Chair,Furniture,Corrugated cardboard,Yes,Contains steel and adhesives,2.1983994003341434,87,96.269,High,Adopt FSC-certified cardboard packaging made from renewable sources.
Notebook,Daily-use,Bamboo,Yes,Contains hemp and adhesives,0.600011583812837,29,100,High,Adopt bamboo-based packaging that is compostable and renewable.
Pasta,Food,Laminated foil pouch,No,Contains glass and binders,3.980414662685246,152,23.335,Low,Use eco-friendly packaging alternatives made from renewable materials.
Yogurt Cup,Food,Laminated foil pouch,Yes,Contains glass and minor additives,2.105238099934673,90,60.475,Medium,Switch to recycled metal containers with minimal processing waste.
Oatmeal,Food,Laminated foil pouch,No,Contains bamboo and eco resin,3.9113770598267945,148,26.078,Low,Use eco-friendly packaging alternatives made from renewable materials.
Oatmeal,Food,Laminated foil pouch,No,Contains glass and colorants,4.352144219470862,156,26.826,Low,Use eco-friendly packaging alternatives made from renewable materials.
Smartphone,Electronics,Rigid cardboard box,No,Contains steel and eco resin,6.22586193593558,180,31.365,Low,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Pen,Daily-use,Plastic,No,Contains aluminium and colorants,4.317779897458542,148,25.721,Low,Use eco-friendly packaging alternatives made from renewable materials.
Smartwatch,Electronics,Rigid cardboard box,Yes,Contains organic cotton and adhesives,8.524878095650156,216,61.229,Medium,Replace with recycled aluminum that saves 90% of energy during production.
Cereal Box,Food,Laminated foil pouch,Yes,Contains bioplastic and adhesives,0.1823087459669178,29,73.567,Medium,Adopt bamboo-based packaging that is compostable and renewable.
Bed Frame,Furniture,Corrugated cardboard,Yes,Contains hemp and colorants,3.6170147146377714,123,83.08,High,Use uncoated recycled paper with eco-friendly printing inks.
Air Conditioner,Electronics,Plastic bottle (HDPE),Yes,Contains recycled wood and colorants,0.6090615399071964,45,73.139,Medium,Use uncoated recycled paper with eco-friendly printing inks.
Bed Frame,Furniture,Corrugated cardboard,Yes,Contains bioplastic and adhesives,3.8184128309006304,121,85.198,High,Use uncoated recycled paper with eco-friendly printing inks.
Smartphone,Electronics,Rigid cardboard box,Yes,Contains recycled wood and eco resin,2.8398020449305226,119,88.217,High,Use eco-friendly packaging alternatives made from renewable materials.
Sofa,Furniture,Corrugated cardboard,No,Contains organic cotton and adhesives,4.997329268616513,183,49.418,Low,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Air Conditioner,Electronics,Plastic bottle (HDPE),Yes,Contains steel and adhesives,-0.132051371,29,79.082,High,Adopt bamboo-based packaging that is compostable and renewable.
Notebook,Daily-use,Aluminum,Yes,Contains hemp and binders,8.812394192925368,196,49.639,Low,Replace with recycled aluminum that saves 90% of energy during production.
Pasta,Food,Laminated foil pouch,Yes,Contains steel and starch base,1.3136562366474367,59,66.865,Medium,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Face Cream,Cosmetics,Plastic bottle (HDPE),Yes,Contains hemp and binders,2.9899568168773425,115,65.44,Medium,Use eco-friendly packaging alternatives made from renewable materials.
Perfume,Cosmetics,Plastic bottle (HDPE),Yes,Contains bioplastic and colorants,0.4808285914168758,54,73.776,Medium,Use uncoated recycled paper with eco-friendly printing inks.
Bed Frame,Furniture,Corrugated cardboard,Yes,Contains steel and starch base,4.3153306059403045,129,86.29,High,Use uncoated recycled paper with eco-friendly printing inks.
Oatmeal,Food,Laminated foil pouch,Yes,Contains bioplastic and minor additives,0.9971141063849034,56,66.076,Medium,Use recycled glass containers that are reusable and easily recyclable.
Table,Furniture,Corrugated cardboard,Yes,Contains steel and colorants,2.600749321617297,94,98.826,High,Use uncoated recycled paper with eco-friendly printing inks.
Sofa,Furniture,Corrugated cardboard,No,Contains recycled wood and minor additives,4.570998676133723,193,52.616,Medium,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Pasta,Food,Laminated foil pouch,Yes,Contains steel and binders,2.3185405727996766,106,60.705,Medium,Switch to recycled metal containers with minimal processing waste.
Detergent,Daily-use,Plastic bottle (HDPE),Yes,Contains bioplastic and adhesives,0.8289468447986404,61,73.95,Medium,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Refrigerator,Electronics,Rigid cardboard box,Yes,Contains organic cotton and adhesives,2.5727160088024035,128,87.711,High,Use eco-friendly packaging alternatives made from renewable materials.
Perfume,Cosmetics,Plastic bottle (HDPE),Yes,Contains hemp and binders,9.253927016168856,182,45.184,Low,Replace with recycled aluminum that saves 90% of energy during production.
Oatmeal,Food,Laminated foil pouch,Yes,Contains steel and binders,0.6866828816973012,56,69.007,Medium,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Wooden Chair,Furniture,Corrugated cardboard,Yes,Contains recycled wood and binders,2.014643054495526,83,94.338,High,Adopt FSC-certified cardboard packaging made from renewable sources.
Tablet,Electronics,Rigid cardboard box,Yes,Contains bioplastic and eco resin,1.154546344813522,59,100,High,Use recycled glass containers that are reusable and easily recyclable.
Shampoo,Cosmetics,Plastic bottle (HDPE),Yes,Contains hemp and minor additives,1.898206250996856,100,66.239,Medium,Switch to recycled metal containers with minimal processing waste.
Bookshelf,Furniture,Corrugated cardboard,Yes,Contains recycled wood and starch base,1.8849753252266568,71,100,High,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Water Bottle,Daily-use,Plastic bottle (HDPE),No,Contains organic cotton and minor additives,6.208292351232264,185,21.385,Low,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Bookshelf,Furniture,Corrugated cardboard,Yes,Contains aluminium and adhesives,1.7045953187402452,66,100,High,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Refrigerator,Electronics,Rigid cardboard box,No,Contains steel and binders,4.129277236220917,143,36.246,Low,Use eco-friendly packaging alternatives made from renewable materials.
Table,Furniture,Corrugated cardboard,Yes,Contains steel and eco resin,3.341588562118423,107,98.945,High,Use uncoated recycled paper with eco-friendly printing inks.
Perfume,Cosmetics,Plastic bottle (HDPE),Yes,Contains bamboo and adhesives,1.5318511930174932,54,73.217,Medium,Use recycled glass containers that are reusable and easily recyclable.
Soap,Cosmetics,Plastic bottle (HDPE),Yes,Contains steel and colorants,0.3488294397051169,47,74.348,Medium,Use uncoated recycled paper with eco-friendly printing inks.
Table,Furniture,Corrugated cardboard,Yes,Contains hemp and minor additives,3.185320431629115,92,94.588,High,Use uncoated recycled paper with eco-friendly printing inks.
Chips,Food,Laminated foil pouch,Yes,Contains organic cotton and adhesives,0.945118247944495,50,69.566,Medium,Use uncoated recycled paper with eco-friendly printing inks.
Towel,Daily-use,Paper wrap,Yes,Contains bamboo and minor additives,0.7198635781395999,62,98.23,High,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Moisturizer,Cosmetics,Plastic bottle (HDPE),Yes,Contains steel and minor additives,1.22437995809586,62,73.423,Medium,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Cereal Box,Food,Laminated foil pouch,No,Contains aluminium and binders,4.186771709318867,158,24.91,Low,Use eco-friendly packaging alternatives made from renewable materials.
Air Conditioner,Electronics,Plastic bottle (HDPE),Yes,Contains glass and colorants,2.984711029671319,127,62.234,Medium,Use eco-friendly packaging alternatives made from renewable materials.
Chips,Food,Laminated foil pouch,Yes,Contains glass and binders,2.488245920150161,90,60.964,Medium,Switch to recycled metal containers with minimal processing waste.
Bed Frame,Furniture,Corrugated cardboard,Yes,Contains steel and starch base,4.264841071191363,131,88.041,High,Use uncoated recycled paper with eco-friendly printing inks.
Chips,Food,Laminated foil pouch,Yes,Contains bamboo and minor additives,0.1329266412947002,32,70.776,Medium,Adopt bamboo-based packaging that is compostable and renewable.
Sofa,Furniture,Corrugated cardboard,No,Contains bioplastic and starch base,4.638032227119588,196,49.838,Low,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Perfume,Cosmetics,Plastic bottle (HDPE),Yes,Contains steel and starch base,0.7492907930412562,58,73.951,Medium,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Juice Bottle,Food,Laminated foil pouch,Yes,Contains glass and adhesives,2.7896819997410907,130,57.527,Medium,Use eco-friendly packaging alternatives made from renewable materials.
